id,name,shortname,entrez_id,mgi
2767,"transmembrane protein 215","TMEM215","401498",""
2768,"DNA damage inducible transcript 4 like","DDIT4L","115265",""
2769,"protocadherin 20","PCDH20","64881",""
2770,"sperm associated antigen 5","SPAG5","10615",""
2771,"ADAM metallopeptidase domain 33","ADAM33","80332",""
2772,"StAR related lipid transfer domain containing 8","STARD8","9754",""
2773,"corticotropin releasing hormone receptor 1","CRHR1","1394",""
2774,"nectin cell adhesion molecule 3","NECTIN3","25945",""
2775,"Ras protein specific guanine nucleotide releasing factor 2","RASGRF2","5924",""
2776,"RAR related orphan receptor B","RORB","6096",""
2777,"upstream transcription factor family member 3","USF3","205717",""
2778,"phosphatidylinositol specific phospholipase C X domain containing 2","PLCXD2","257068",""
2779,"B cell CLL/lymphoma 11B","BCL11B","64919",""
2780,"sortilin related VPS10 domain containing receptor 1","SORCS1","114815",""
2781,"ETS variant 1","ETV1","2115",""
2782,"FEZ family zinc finger 2","FEZF2","55079",""
2783,"nuclear receptor subfamily 4 group A member 3","NR4A3","8013",""
2784,"collagen beta(1-O)galactosyltransferase 2","COLGALT2","23127",""
2785,"plexin D1","PLXND1","23129",""
2786,"calcium voltage-gated channel subunit alpha1 H","CACNA1H","8912",""
2787,"heparan sulfate 6-O-sulfotransferase 3","HS6ST3","266722",""
2788,"BEN domain containing 5","BEND5","79656",""
2789,"SIX homeobox 3","SIX3","6496",""
2790,"GPRIN family member 3","GPRIN3","285513",""
2791,"thymocyte selection associated high mobility group box","TOX","9760",""
2792,"DEP domain containing MTOR interacting protein","DEPTOR","64798",""
2793,"slit guidance ligand 2","SLIT2","9353",""
2794,"EFR3 homolog A","EFR3A","23167",""
2795,"prostate androgen-regulated mucin-like protein 1","PARM1","25849",""
2796,"vesicle amine transport 1 like","VAT1L","57687",""
2797,"forkhead box P2","FOXP2","93986",""
2798,"transducin like enhancer of split 4","TLE4","7091",""
2799,"transducin like enhancer of split 1","TLE1","7088",""
2800,"neurotensin receptor 1","NTSR1","4923",""
2801,"synaptotagmin 6","SYT6","148281",""
2802,"complexin 3","CPLX3","594855",""
2803,"connective tissue growth factor","CTGF","1490",""
2804,"reprimo, TP53 dependent G2 arrest mediator homolog","RPRM","56475",""
2805,"fibroblast growth factor receptor 1","FGFR1","2260",""
2806,"ATPase phospholipid transporting 8A2","ATP8A2","51761",""
2807,"solute carrier family 17 member 6","SLC17A6","57084",""
2808,"adenylate cyclase activating polypeptide 1","ADCYAP1","116",""
2809,"estrogen receptor 2","ESR2","2100",""
2810,"spermatogenesis associated 13","SPATA13","221178",""
2811,"ribosomal protein S6 kinase A2","RPS6KA2","6196",""
2812,"BMP/retinoic acid inducible neural specific 3","BRINP3","339479",""
2813,"prospero homeobox 1","PROX1","5629",""
2814,"regulatory factor X3","RFX3","5991",""
2815,"tryptophan 2,3-dioxygenase","TDO2","6999",""
2816,"solute carrier family 26 member 10","SLC26A10","65012",""
2817,"forkhead box O1","FOXO1","2308",""
2818,"syntaxin binding protein 6","STXBP6","29091",""
2819,"transient receptor potential cation channel subfamily C member 6","TRPC6","7225",""
2820,"neuronal differentiation 6","NEUROD6","63974",""
2821,"calcium voltage-gated channel auxiliary subunit gamma 5","CACNG5","27091",""
2822,"mitogen-activated protein kinase kinase kinase 15","MAP3K15","389840",""
2823,"MGAT4 family member C","MGAT4C","25834",""
2824,"cyclin D2","CCND2","894",""
2825,"forkhead box P1","FOXP1","27086",""
2826,"potassium voltage-gated channel subfamily H member 7","KCNH7","90134",""
2827,"POU3F3 adjacent non-coding transcript 1","PANTR1","100506421",""
2828,"Meis homeobox 2","MEIS2","4212",""
2829,"LY6/PLAUR domain containing 1","LYPD1","116372",""
2830,"cerebellin 1 precursor","CBLN1","869",""
2831,"SIX homeobox 4","SIX4","51804",""
2832,"transcription factor 7 like 2","TCF7L2","6934",""
2833,"pleckstrin homology and RhoGEF domain containing G1","PLEKHG1","57480",""
2834,"SLIT and NTRK like family member 6","SLITRK6","84189",""
2835,"protein kinase C delta","PRKCD","5580",""
2836,"gap junction protein gamma 1","GJC1","10052",""
2837,"cerebellin 2 precursor","CBLN2","147381",""
2838,"KIT ligand","KITLG","4254",""
2839,"glycine receptor alpha 1","GLRA1","2741",""
2840,"family with sequence similarity 69 member C","FAM69C","125704",""
2841,"regulator of G protein signaling 2","RGS2","5997",""
2842,"cerebellin 4 precursor","CBLN4","140689",""
2843,"LHFPL tetraspan subfamily member 2","LHFPL2","10184",""
2844,"cartilage acidic protein 1","CRTAC1","55118",""
2845,"distal-less homeobox 6","DLX6","1750",""
2846,"parvalbumin","PVALB","5816",""
2847,"erb-b2 receptor tyrosine kinase 4","ERBB4","2066",""
2848,"NIMA related kinase 7","NEK7","140609",""
2849,"distal-less homeobox 1","DLX1","1745",""
2850,"distal-less homeobox 2","DLX2","1746",""
2851,"aristaless related homeobox","ARX","170302",""
2852,"monooxygenase DBH like 1","MOXD1","26002",""
2853,"neuron derived neurotrophic factor","NDNF","79625",""
2854,"EYA transcriptional coactivator and phosphatase 1","EYA1","2138",""
2855,"dopamine receptor D2","DRD2","1813",""
2856,"G protein-coupled receptor 6","GPR6","2830",""
2857,"proenkephalin","PENK","5179",""
2858,"adenosine A2a receptor","ADORA2A","135",""
2859,"Sp9 transcription factor","SP9","100131390",""
2860,"glutamate ionotropic receptor kainate type subunit 3","GRIK3","2899",""
2861,"beta-ureidopropionase 1","UPB1","51733",""
2862,"opioid receptor delta 1","OPRD1","4985",""
2863,"protein phosphatase 1 regulatory inhibitor subunit 1B","PPP1R1B","84152",""
2864,"tachykinin precursor 1","TAC1","6863",""
2865,"prodynorphin","PDYN","5173",""
2866,"cholinergic receptor muscarinic 4","CHRM4","1132",""
2867,"FXYD domain containing ion transport regulator 7","FXYD7","53822",""
2868,"cannabinoid receptor 1","CNR1","1268",""
2869,"contactin associated protein like 3","CNTNAP3","79937",""
2870,"early B cell factor 1","EBF1","1879",""
2871,"LIM homeobox 8","LHX8","431707",""
2872,"solute carrier family 18 member A3","SLC18A3","6572",""
2873,"choline O-acetyltransferase","CHAT","1103",""
2874,"solute carrier family 5 member 7","SLC5A7","60482",""
2875,"solute carrier family 17 member 8","SLC17A8","246213",""
2876,"KIT proto-oncogene receptor tyrosine kinase","KIT","3815",""
2877,"StAR related lipid transfer domain containing 5","STARD5","80765",""
2878,"RAS protein activator like 1","RASAL1","8437",""
2879,"myocyte enhancer factor 2B","MEF2B","100271849",""
2880,"semaphorin 3D","SEMA3D","223117",""
2881,"IQ motif and Sec7 domain 3","IQSEC3","440073",""
2882,"vesicle associated membrane protein 1","VAMP1","6843",""
2883,"neuronal PAS domain protein 1","NPAS1","4861",""
2884,"gamma-aminobutyric acid type A receptor alpha1 subunit","GABRA1","2554",""
2885,"cadherin related 23","CDH23","64072",""
2886,"tachykinin receptor 1","TACR1","6869",""
2887,"synaptopodin 2","SYNPO2","171024",""
2888,"alanyl aminopeptidase, membrane","ANPEP","290",""
2889,"platelet and endothelial cell adhesion molecule 1","PECAM1","5175",""
2890,"caldesmon 1","CALD1","800",""
2891,"reelin","RELN","5649",""
2892,"synaptoporin","SYNPR","132204",""
2893,"protein kinase cGMP-dependent 1","PRKG1","5592",""
2894,"dopamine receptor D1","DRD1","1812",""
2895,"SRY (sex determining region Y)-box 7","Sox7","20680","98369"
2896,"SRY (sex determining region Y)-box 18","Sox18","20672","103559"
2897,"Friend leukemia integration 1","Fli1","14247","95554"
2898,"hypocretin receptor 1","HCRTR1","3061",""
2899,"inositol 1,4,5-trisphosphate receptor type 1","ITPR1","3708",""
2900,"Kruppel-like factor 2 (lung)","Klf2","16598","1342772"
2901,"Kruppel-like factor 4 (gut)","Klf4","16600","1342287"
2902,"RNA binding protein, fox-1 homolog (C. elegans) 3","Rbfox3","52897","106368"
2903,"regulator of G protein signaling 14","RGS14","10636",""
2904,"tetraspanin 12","TSPAN12","23554",""
2905,"tetraspanin 12","Tspan12","269831","1889818"
2906,"G protein-coupled receptor 139","GPR139","124274",""
2907,"ATPase plasma membrane Ca2+ transporting 4","ATP2B4","493",""
2908,"ATPase, Ca++ transporting, plasma membrane 4","Atp2b4","381290","88111"
2909,"wingless-type MMTV integration site family, member 4","Wnt4","22417","98957"
2910,"Wnt family member 4","WNT4","54361",""
2911,"G protein-coupled receptor 63","GPR63","81491",""
2912,"SRY-box 11","SOX11","6664",""
2913,"glutamate metabotropic receptor 2","GRM2","2912",""
2914,"thymocyte expressed, positive selection associated 1","Tespa1","67596","1914846"
2915,"thymocyte expressed, positive selection associated 1","TESPA1","9840",""
2916,"solute carrier family 29 member 4","SLC29A4","222962",""
2917,"D-amino acid oxidase","DAO","1610",""
2918,"potassium two pore domain channel subfamily K member 1","KCNK1","3775",""
2919,"calbindin 2","CALB2","794",""
2920,"enolase 1","ENO1","2023",""
2921,"synaptosome associated protein 25","SNAP25","6616",""
2922,"synaptophysin","SYP","6855",""
2923,"glutamate ionotropic receptor delta type subunit 2","GRID2","2895",""
2924,"kallikrein related peptidase 8","KLK8","11202",""
2925,"myelin-associated oligodendrocyte basic protein","MOBP","4336",""
2926,"glial fibrillary acidic protein","GFAP","2670",""
2927,"ISL LIM homeobox 1","ISL1","3670",""
2928,"zinc finger protein 385B","ZNF385B","151126",""
2929,"roundabout guidance receptor 2","ROBO2","6092",""
2930,"forkhead box K2","Foxk2","68837","1916087"
2931,"forkhead box K2","FOXK2","3607",""
2932,"ELAV like RNA binding protein 2","ELAVL2","1993",""
2933,"T cell leukemia homeobox 3","TLX3","30012",""
2934,"T-box, brain 1","TBR1","10716",""
2935,"LIM homeobox 6","LHX6","26468",""
2936,"lymphoid enhancer binding factor 1","LEF1","51176",""
2937,"LIM domain only 3","LMO3","55885",""
2938,"poly (ADP-ribose) polymerase family, member 8","Parp8","","1098713"
2939,"poly(ADP-ribose) polymerase family member 8","PARP8","79668",""
2940,"NACC family member 2","NACC2","138151",""
2941,"TMF1-regulated nuclear protein 1","TRNP1","388610",""
2942,"SIM bHLH transcription factor 1","SIM1","6492",""
2943,"zinc finger homeobox 3","ZFHX3","463",""
2944,"achaete-scute family bHLH transcription factor 1","ASCL1","429",""
2945,"cAMP responsive element binding protein 3-like 1","Creb3l1","26427","1347062"
2946,"cAMP responsive element binding protein 3 like 1","CREB3L1","90993",""
2947,"LIM homeobox 1","LHX1","3975",""
2948,"brain specific homeobox","BSX","390259",""
2949,"SRY-box 2","SOX2","6657",""
2950,"NOVA alternative splicing regulator 1","NOVA1","4857",""
2951,"POU class 4 homeobox 1","POU4F1","5457",""
2952,"ETS proto-oncogene 1, transcription factor","ETS1","2113",""
2953,"E26 avian leukemia oncogene 1, 5(prime) domain","Ets1","23871","95455"
2954,"ETS variant 5","ETV5","2119",""
2955,"Zic family member 1","ZIC1","7545",""
2956,"nuclear receptor subfamily 3 group C member 1","NR3C1","2908",""
2957,"zinc finger E-box binding homeobox 2","ZEB2","9839",""
2958,"inhibitor of DNA binding 2","ID2","3398",""
2959,"acetylcholinesterase (Cartwright blood group)","ACHE","43",""
2960,"activating transcription factor 4","ATF4","468",""
2961,"activating transcription factor 4","Atf4","11911","88096"
2962,"BCL6, transcription repressor","BCL6","604",""
2963,"T-box 3","TBX3","6926",""
2964,"nuclear receptor subfamily 4 group A member 2","NR4A2","4929",""
2965,"nuclear receptor interacting protein 3","NRIP3","56675",""
2966,"myocyte enhancer factor 2C","MEF2C","4208",""
2967,"regulator of G protein signaling 9","RGS9","8787",""
2968,"iroquois homeobox 2","IRX2","153572",""
2969,"orthodenticle homeobox 2","OTX2","5015",""
2970,"FEZ family zinc finger 1","FEZF1","389549",""
2971,"forkhead box J1","FOXJ1","2302",""
2972,"hes family bHLH transcription factor 1","HES1","3280",""
2973,"zinc finger DHHC-type containing 2","ZDHHC2","51201",""
2974,"inhibitor of DNA binding 4, HLH protein","ID4","3400",""
2975,"interferon regulatory factor 4","IRF4","3662",""
2976,"forkhead box A1","FOXA1","3169",""
2977,"heat shock transcription factor 4","HSF4","3299",""
2978,"solute carrier family 18 member A2","SLC18A2","6571",""
2979,"solute carrier family 6 member 4","SLC6A4","6532",""
2980,"solute carrier family 6 member 2","SLC6A2","6530",""
2981,"solute carrier family 6 member","SLC6A3","6531",""
2982,"ETS transcription factor ELK1","ELK1","2002",""
2983,"paired like homeodomain 2","PITX2","5308",""
2984,"nuclear transcription factor, X-box binding like 1","NFXL1","152518",""
2985,"HOP homeobox","HOPX","84525",""
2986,"solute carrier family 1 member 6","SLC1A6","6511",""
2987,"EYA transcriptional coactivator and phosphatase 4","EYA4","2070",""
2988,"acidic nuclear phosphoprotein 32 family member A","ANP32A","8125",""
2989,"ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3","ATP2A3","489",""
2990,"GATA binding protein 3","GATA3","2625",""
2991,"gastrulation brain homeobox 2","GBX2","2637",""
2992,"LIM homeobox 2","LHX2","9355",""
2993,"LIM homeobox 4","LHX4","89884",""
2994,"MAF bZIP transcription factor B","MAFB","9935",""
2995,"motor neuron and pancreas homeobox 1","MNX1","3110",""
2996,"neuronal differentiation 1","NEUROD1","4760",""
2997,"solute carrier family 20 member 1","SLC20A1","6574",""
2998,"paired like homeobox 2A","PHOX2A","401",""
2999,"paired like homeodomain 3","PITX3","5309",""
3000,"teashirt zinc finger homeobox 1","TSHZ1","10194",""
3001,"transcription factor 4","TCF4","6925",""
3002,"solute carrier family 35 member D3","SLC35D3","340146",""
3003,"regulator of G protein signaling 16","RGS16","6004",""
3004,"paired box 6","PAX6","5080",""
3005,"PR/SET domain 1","PRDM1","639",""
3006,"protein phosphatase, Mg2+/Mn2+ dependent 1E","PPM1E","22843",""
3007,"galectin 1","LGALS1","3956",""
3008,"corticotropin releasing hormone binding protein","CRHBP","1393",""
3009,"ZFP36 ring finger protein","ZFP36","7538",""
3010,"ETS proto-oncogene 2, transcription factor","ETS2","2114",""
3011,"mastermind like transcriptional coactivator 2","MAML2","84441",""
3012,"forkhead box P4","FOXP4","116113",""
3013,"ISL LIM homeobox 2","ISL2","64843",""
3014,"calbindin 1","CALB1","793",""
3015,"forkhead box D1","FOXD1","2297",""
3016,"egl-9 family hypoxia inducible factor 3","EGLN3","112399",""
3017,"nuclear receptor subfamily 2 group E member 1","NR2E1","7101",""
3018,"paired like homeobox 2B","PHOX2B","8929",""
3019,"ret proto-oncogene","RET","5979",""
3020,"RAR related orphan receptor A","RORA","6095",""
3021,"SRY-box 17","SOX17","64321",""
3022,"solute carrier family 22 member 3","SLC22A3","6581",""
3023,"solute carrier family 12 member 5","SLC12A5","57468",""
3024,"short stature homeobox 2","SHOX2","6474",""
3025,"5-hydroxytryptamine receptor 3A","HTR3A","3359",""
3026,"CART prepropeptide","CARTPT","9607",""
3027,"RNA binding protein, mRNA processing factor","RBPMS","11030",""
3028,"chondrolectin","CHODL","140578",""
3029,"crystallin mu","CRYM","1428",""
3030,"neurofilament heavy","NEFH","4744",""
3031,"egl-9 family hypoxia inducible factor 1","EGLN1","54583",""
3032,"distal-less homeobox 4","DLX4","1748",""
3033,"GATA binding protein 2","GATA2","2624",""
3034,"transmembrane protein 255B","TMEM255B","348013",""
3035,"Purkinje cell protein 4","PCP4","5121",""
3036,"S100 calcium binding protein A10","S100A10","6281",""
3037,"RNA binding fox-1 homolog 1","RBFOX1","54715",""
3038,"membrane associated ring-CH-type finger 11","MARCHF11","441061",""
3039,"somatostatin","SST","6750",""
3040,"somatostatin receptor 4","SSTR4","6754",""
3041,"solute carrier organic anion transporter family member 1B1","SLCO1B1","10599",""
3042,"paired box 3","PAX3","5077",""
3043,"solute carrier organic anion transporter family, member 1b2","Slco1b2","28253","1351899"
3044,"solute carrier family 10 member 4","SLC10A4","201780",""
3045,"parathyroid hormone like hormone","PTHLH","5744",""
3046,"G protein-coupled receptor 151","GPR151","134391",""
3047,"cholecystokinin","CCK","885",""
3048,"cell migration inducing hyaluronidase 1","CEMIP","57214",""
3049,"5-hydroxytryptamine receptor 3B","HTR3B","9177",""
3050,"neuropeptide Y","NPY","4852",""
3051,"tachykinin precursor 3","TAC3","6866",""
3052,"zinc finger protein 69","ZNF69","7620",""
3053,"vav guanine nucleotide exchange factor 2","VAV2","7410",""
3054,"solute carrier family 40 member 1","SLC40A1","30061",""
3055,"solute carrier family 32 member 1","SLC32A1","140679",""
3056,"SATB homeobox 2","SATB2","23314",""
3057,"solute carrier family 13 member 4","SLC13A4","26266",""
3058,"D-aspartate oxidase","DDO","8528",""
3059,"glutamate receptor interacting protein 2","GRIP2","80852",""
3060,"interleukin 1 receptor accessory protein like 2","IL1RAPL2","26280",""
3061,"neurexophilin 1","NXPH1","30010",""
3062,"protocadherin 11 X-linked","PCDH11X","27328",""
3063,"platelet derived growth factor D","PDGFD","80310",""
